Applicant Id,Age,Gender,Marital Status,Annual Income,Loan Amount,Credit Score,No Of Dependent,Existing Loan,Employment Status,Loan Approved,Age Category,Income Category,Loan Approval Status,Loan to Value Ratio,LTV Category,Credit Band,Employment Type,Dependancy,Average Monthly EMI,Loan to Credit Ratio,LTC Category,Credit Age Ratio,Credit Age Category
128,25,Male,Divorced,"49,309.00","7,490.00",604,4,4,Self-Employed,1,Adult,Low Income,Approved,15%,Low Exposure,Good,Employed,High Dependency,599.20,12.40,Conservative-Low Risk,24.16,Long/Mature
129,46,Male,Divorced,"35,078.00","30,518.00",750,4,2,Employed,1,Middle-Aged,Low Income,Approved,87%,High Exposure,Excellent,Employed,High Dependency,1220.72,40.69,Conservative-Low Risk,16.30,Moderate
130,34,Male,Married,"76,614.00","29,045.00",306,3,4,Employed,0,Adult,Average Income,Rejected,38%,Low Exposure,Poor,Employed,High Dependency,2323.60,94.92,Aggressive-High Risk,9.00,New/Thin
131,59,Male,Divorced,"25,105.00","31,910.00",613,0,2,Un-Employed,1,Middle-Aged,Low Income,Approved,127%,Critical Exposure,Good, Other Income,No DePendency,1276.40,52.06,Aggressive-High Risk,10.39,Moderate
132,47,Female,Divorced,"1,37,666.00","29,566.00",402,3,4,Un-Employed,0,Middle-Aged,High Income,Rejected,21%,Low Exposure,Poor, Other Income,High Dependency,2365.28,73.55,Aggressive-High Risk,8.55,New/Thin
133,29,Male,Single,"1,14,848.00","38,905.00",492,3,2,Self-Employed,1,Adult,High Income,Approved,34%,Low Exposure,Poor,Employed,High Dependency,1556.20,79.08,Aggressive-High Risk,16.97,Moderate
134,35,Male,Single,"22,839.00","32,103.00",828,4,2,Un-Employed,0,Adult,Low Income,Rejected,141%,Critical Exposure,Excellent, Other Income,High Dependency,1284.12,38.77,Conservative-Low Risk,23.66,Long/Mature
135,35,Female,Married,"88,920.00","41,188.00",470,4,1,Un-Employed,0,Adult,Average Income,Rejected,46%,Controlled Exposure,Poor, Other Income,High Dependency,823.76,87.63,Aggressive-High Risk,13.43,Moderate
136,46,Male,Divorced,"63,619.00","10,845.00",836,2,4,Self-Employed,1,Middle-Aged,Average Income,Approved,17%,Low Exposure,Excellent,Employed,Low Dependency,867.60,12.97,Conservative-Low Risk,18.17,Moderate
137,62,Male,Divorced,"62,821.00","26,162.00",550,2,4,Self-Employed,1,Senior,Average Income,Approved,42%,Controlled Exposure,Poor,Employed,Low Dependency,2092.96,47.57,Conservative-Low Risk,8.87,New/Thin
138,33,Male,Single,"1,45,736.00","41,674.00",686,3,4,Self-Employed,1,Adult,High Income,Approved,29%,Low Exposure,Good,Employed,High Dependency,3333.92,60.75,Aggressive-High Risk,20.79,Long/Mature
139,52,Male,Divorced,"33,493.00","24,337.00",506,1,0,Self-Employed,1,Middle-Aged,Low Income,Approved,73%,High Exposure,Poor,Employed,Low Dependency,486.74,48.10,Conservative-Low Risk,9.73,New/Thin
140,59,Male,Single,"37,069.00","27,313.00",840,1,2,Employed,1,Middle-Aged,Low Income,Approved,74%,High Exposure,Excellent,Employed,Low Dependency,1092.52,32.52,Conservative-Low Risk,14.24,Moderate
141,52,Male,Married,"1,32,443.00","31,943.00",715,2,4,Self-Employed,1,Middle-Aged,High Income,Approved,24%,Low Exposure,Good,Employed,Low Dependency,2555.44,44.68,Conservative-Low Risk,13.75,Moderate
142,24,Female,Single,"27,531.00","17,413.00",679,1,0,Self-Employed,1,Youth,Low Income,Approved,63%,High Exposure,Good,Employed,Low Dependency,348.26,25.65,Conservative-Low Risk,28.29,Long/Mature
143,50,Female,Divorced,"57,051.00","5,276.00",443,2,1,Self-Employed,1,Middle-Aged,Average Income,Approved,9%,Low Exposure,Poor,Employed,Low Dependency,105.52,11.91,Conservative-Low Risk,8.86,New/Thin
144,57,Male,Married,"27,736.00","22,611.00",324,4,4,Un-Employed,0,Middle-Aged,Low Income,Rejected,82%,High Exposure,Poor, Other Income,High Dependency,1808.88,69.79,Aggressive-High Risk,5.68,New/Thin
145,43,Male,Single,"27,710.00","44,105.00",372,3,4,Self-Employed,0,Middle-Aged,Low Income,Rejected,159%,Critical Exposure,Poor,Employed,High Dependency,3528.40,118.56,Aggressive-High Risk,8.65,New/Thin
146,59,Female,Single,"87,155.00","16,944.00",392,0,0,Employed,1,Middle-Aged,Average Income,Approved,19%,Low Exposure,Poor,Employed,No DePendency,338.88,43.22,Conservative-Low Risk,6.64,New/Thin
147,35,Male,Married,"33,975.00","20,906.00",804,3,2,Employed,1,Adult,Low Income,Approved,62%,High Exposure,Excellent,Employed,High Dependency,836.24,26.00,Conservative-Low Risk,22.97,Long/Mature
148,63,Male,Married,"82,424.00","25,536.00",635,2,1,Self-Employed,1,Senior,Average Income,Approved,31%,Low Exposure,Good,Employed,Low Dependency,510.72,40.21,Conservative-Low Risk,10.08,Moderate
149,49,Male,Single,"65,603.00","32,810.00",724,2,4,Employed,1,Middle-Aged,Average Income,Approved,50%,Controlled Exposure,Good,Employed,Low Dependency,2624.80,45.32,Conservative-Low Risk,14.78,Moderate
150,56,Female,Divorced,"43,252.00","17,306.00",798,3,2,Un-Employed,1,Middle-Aged,Low Income,Approved,40%,Controlled Exposure,Excellent, Other Income,High Dependency,692.24,21.69,Conservative-Low Risk,14.25,Moderate
151,33,Male,Single,"1,00,797.00","15,503.00",663,2,1,Self-Employed,1,Adult,High Income,Approved,15%,Low Exposure,Good,Employed,Low Dependency,310.06,23.38,Conservative-Low Risk,20.09,Long/Mature
152,52,Female,Married,"21,431.00","24,225.00",498,1,3,Employed,0,Middle-Aged,Low Income,Rejected,113%,Critical Exposure,Poor,Employed,Low Dependency,1453.50,48.64,Conservative-Low Risk,9.58,New/Thin
153,27,Male,Single,"94,603.00","41,976.00",712,1,3,Employed,1,Adult,Average Income,Approved,44%,Controlled Exposure,Good,Employed,Low Dependency,2518.56,58.96,Aggressive-High Risk,26.37,Long/Mature
154,42,Female,Married,"57,481.00","16,590.00",638,2,1,Self-Employed,1,Middle-Aged,Average Income,Approved,29%,Low Exposure,Good,Employed,Low Dependency,331.80,26.00,Conservative-Low Risk,15.19,Moderate
155,48,Female,Married,"1,12,573.00","15,886.00",728,2,0,Employed,1,Middle-Aged,High Income,Approved,14%,Low Exposure,Good,Employed,Low Dependency,317.72,21.82,Conservative-Low Risk,15.17,Moderate
156,22,Male,Divorced,"29,557.00","17,866.00",438,1,1,Self-Employed,1,Youth,Low Income,Approved,60%,High Exposure,Poor,Employed,Low Dependency,357.32,40.79,Conservative-Low Risk,19.91,Moderate
157,62,Female,Married,"94,971.00","6,088.00",841,2,1,Employed,1,Senior,Average Income,Approved,6%,Low Exposure,Excellent,Employed,Low Dependency,121.76,7.24,Conservative-Low Risk,13.56,Moderate
158,26,Male,Married,"1,23,302.00","8,363.00",356,2,0,Un-Employed,1,Adult,High Income,Approved,7%,Low Exposure,Poor, Other Income,Low Dependency,167.26,23.49,Conservative-Low Risk,13.69,Moderate
159,48,Female,Divorced,"20,162.00","37,792.00",531,3,0,Employed,0,Middle-Aged,Low Income,Rejected,187%,Critical Exposure,Poor,Employed,High Dependency,755.84,71.17,Aggressive-High Risk,11.06,Moderate
160,48,Male,Married,"54,742.00","14,764.00",734,0,2,Employed,1,Middle-Aged,Average Income,Approved,27%,Low Exposure,Good,Employed,No DePendency,590.56,20.11,Conservative-Low Risk,15.29,Moderate
161,64,Male,Divorced,"39,675.00","25,620.00",683,1,2,Self-Employed,1,Senior,Low Income,Approved,65%,High Exposure,Good,Employed,Low Dependency,1024.80,37.51,Conservative-Low Risk,10.67,Moderate
162,64,Female,Divorced,"93,997.00","47,727.00",493,3,0,Employed,1,Senior,Average Income,Approved,51%,Controlled Exposure,Poor,Employed,High Dependency,954.54,96.81,Aggressive-High Risk,7.70,New/Thin
163,40,Male,Married,"37,015.00","17,935.00",833,0,3,Self-Employed,1,Middle-Aged,Low Income,Approved,48%,Controlled Exposure,Excellent,Employed,No DePendency,1076.10,21.53,Conservative-Low Risk,20.83,Long/Mature
164,50,Male,Married,"70,057.00","13,068.00",817,2,3,Un-Employed,1,Middle-Aged,Average Income,Approved,19%,Low Exposure,Excellent, Other Income,Low Dependency,784.08,16.00,Conservative-Low Risk,16.34,Moderate
165,31,Female,Single,"52,591.00","12,295.00",484,2,1,Self-Employed,1,Adult,Average Income,Approved,23%,Low Exposure,Poor,Employed,Low Dependency,245.90,25.40,Conservative-Low Risk,15.61,Moderate
166,48,Male,Divorced,"1,13,583.00","46,160.00",591,3,4,Self-Employed,0,Middle-Aged,High Income,Rejected,41%,Controlled Exposure,Poor,Employed,High Dependency,3692.80,78.10,Aggressive-High Risk,12.31,Moderate
167,45,Male,Single,"1,46,133.00","16,390.00",634,2,1,Employed,1,Middle-Aged,High Income,Approved,11%,Low Exposure,Good,Employed,Low Dependency,327.80,25.85,Conservative-Low Risk,14.09,Moderate
168,59,Female,Married,"1,20,318.00","46,216.00",415,4,1,Un-Employed,0,Middle-Aged,High Income,Rejected,38%,Low Exposure,Poor, Other Income,High Dependency,924.32,111.36,Aggressive-High Risk,7.03,New/Thin
169,53,Female,Single,"29,833.00","25,131.00",348,3,4,Self-Employed,0,Middle-Aged,Low Income,Rejected,84%,High Exposure,Poor,Employed,High Dependency,2010.48,72.22,Aggressive-High Risk,6.57,New/Thin
170,21,Male,Divorced,"27,896.00","34,218.00",381,0,0,Employed,1,Youth,Low Income,Approved,123%,Critical Exposure,Poor,Employed,No DePendency,684.36,89.81,Aggressive-High Risk,18.14,Moderate
171,47,Male,Single,"52,972.00","15,433.00",632,3,3,Employed,1,Middle-Aged,Average Income,Approved,29%,Low Exposure,Good,Employed,High Dependency,925.98,24.42,Conservative-Low Risk,13.45,Moderate
172,33,Female,Divorced,"69,733.00","20,038.00",634,1,1,Self-Employed,1,Adult,Average Income,Approved,29%,Low Exposure,Good,Employed,Low Dependency,400.76,31.61,Conservative-Low Risk,19.21,Moderate
173,61,Female,Married,"1,40,363.00","33,182.00",831,3,4,Employed,1,Senior,High Income,Approved,24%,Low Exposure,Excellent,Employed,High Dependency,2654.56,39.93,Conservative-Low Risk,13.62,Moderate
174,23,Male,Married,"61,800.00","16,528.00",520,2,2,Self-Employed,1,Youth,Average Income,Approved,27%,Low Exposure,Poor,Employed,Low Dependency,661.12,31.78,Conservative-Low Risk,22.61,Long/Mature
175,59,Female,Divorced,"1,16,044.00","26,281.00",622,2,1,Self-Employed,1,Middle-Aged,High Income,Approved,23%,Low Exposure,Good,Employed,Low Dependency,525.62,42.25,Conservative-Low Risk,10.54,Moderate
176,26,Male,Married,"25,347.00","13,605.00",302,4,3,Self-Employed,0,Adult,Low Income,Rejected,54%,Controlled Exposure,Poor,Employed,High Dependency,816.30,45.05,Conservative-Low Risk,11.62,Moderate
177,28,Male,Married,"79,063.00","39,782.00",505,4,0,Un-Employed,0,Adult,Average Income,Rejected,50%,Controlled Exposure,Poor, Other Income,High Dependency,795.64,78.78,Aggressive-High Risk,18.04,Moderate
178,47,Male,Married,"1,15,850.00","6,381.00",339,4,1,Self-Employed,1,Middle-Aged,High Income,Approved,6%,Low Exposure,Poor,Employed,High Dependency,127.62,18.82,Conservative-Low Risk,7.21,New/Thin
179,29,Male,Married,"22,643.00","6,098.00",358,0,1,Employed,1,Adult,Low Income,Approved,27%,Low Exposure,Poor,Employed,No DePendency,121.96,17.03,Conservative-Low Risk,12.34,Moderate
180,57,Male,Divorced,"60,785.00","24,810.00",806,4,4,Un-Employed,0,Middle-Aged,Average Income,Rejected,41%,Controlled Exposure,Excellent, Other Income,High Dependency,1984.80,30.78,Conservative-Low Risk,14.14,Moderate
181,53,Female,Single,"38,681.00","29,322.00",421,0,2,Employed,1,Middle-Aged,Low Income,Approved,76%,High Exposure,Poor,Employed,No DePendency,1172.88,69.65,Aggressive-High Risk,7.94,New/Thin
182,62,Female,Single,"70,026.00","46,869.00",778,4,2,Un-Employed,1,Senior,Average Income,Approved,67%,High Exposure,Excellent, Other Income,High Dependency,1874.76,60.24,Aggressive-High Risk,12.55,Moderate
183,64,Female,Married,"1,23,864.00","37,955.00",395,0,0,Un-Employed,1,Senior,High Income,Approved,31%,Low Exposure,Poor, Other Income,No DePendency,759.10,96.09,Aggressive-High Risk,6.17,New/Thin
184,44,Female,Single,"35,892.00","49,716.00",713,3,3,Un-Employed,0,Middle-Aged,Low Income,Rejected,139%,Critical Exposure,Good, Other Income,High Dependency,2982.96,69.73,Aggressive-High Risk,16.20,Moderate
185,35,Male,Single,"67,299.00","15,207.00",534,3,0,Un-Employed,0,Adult,Average Income,Rejected,23%,Low Exposure,Poor, Other Income,High Dependency,304.14,28.48,Conservative-Low Risk,15.26,Moderate
186,52,Male,Married,"37,073.00","26,793.00",361,2,1,Employed,1,Middle-Aged,Low Income,Approved,72%,High Exposure,Poor,Employed,Low Dependency,535.86,74.22,Aggressive-High Risk,6.94,New/Thin
187,52,Male,Married,"1,22,304.00","7,092.00",555,0,1,Self-Employed,1,Middle-Aged,High Income,Approved,6%,Low Exposure,Poor,Employed,No DePendency,141.84,12.78,Conservative-Low Risk,10.67,Moderate
188,44,Male,Single,"50,682.00","33,220.00",647,1,2,Employed,1,Middle-Aged,Average Income,Approved,66%,High Exposure,Good,Employed,Low Dependency,1328.80,51.34,Aggressive-High Risk,14.70,Moderate
189,61,Female,Divorced,"1,17,798.00","23,514.00",423,2,3,Self-Employed,1,Senior,High Income,Approved,20%,Low Exposure,Poor,Employed,Low Dependency,1410.84,55.59,Aggressive-High Risk,6.93,New/Thin
190,32,Male,Married,"1,46,021.00","43,010.00",781,3,4,Employed,1,Adult,High Income,Approved,29%,Low Exposure,Excellent,Employed,High Dependency,3440.80,55.07,Aggressive-High Risk,24.41,Long/Mature
191,59,Male,Divorced,"1,16,894.00","13,549.00",616,0,3,Un-Employed,1,Middle-Aged,High Income,Approved,12%,Low Exposure,Good, Other Income,No DePendency,812.94,22.00,Conservative-Low Risk,10.44,Moderate
192,22,Female,Single,"1,44,302.00","27,031.00",803,4,1,Un-Employed,1,Youth,High Income,Approved,19%,Low Exposure,Excellent, Other Income,High Dependency,540.62,33.66,Conservative-Low Risk,36.50,Long/Mature
193,23,Female,Married,"34,289.00","10,185.00",347,1,4,Self-Employed,0,Youth,Low Income,Rejected,30%,Low Exposure,Poor,Employed,Low Dependency,814.80,29.35,Conservative-Low Risk,15.09,Moderate
194,57,Female,Divorced,"1,35,359.00","20,271.00",708,3,3,Self-Employed,1,Middle-Aged,High Income,Approved,15%,Low Exposure,Good,Employed,High Dependency,1216.26,28.63,Conservative-Low Risk,12.42,Moderate
195,37,Female,Married,"27,927.00","10,776.00",435,2,3,Employed,0,Adult,Low Income,Rejected,39%,Low Exposure,Poor,Employed,Low Dependency,646.56,24.77,Conservative-Low Risk,11.76,Moderate
196,22,Male,Single,"68,330.00","17,449.00",500,0,4,Self-Employed,1,Youth,Average Income,Approved,26%,Low Exposure,Poor,Employed,No DePendency,1395.92,34.90,Conservative-Low Risk,22.73,Long/Mature
197,22,Male,Divorced,"86,707.00","29,297.00",549,1,1,Employed,1,Youth,Average Income,Approved,34%,Low Exposure,Poor,Employed,Low Dependency,585.94,53.36,Aggressive-High Risk,24.95,Long/Mature
198,48,Female,Single,"1,40,279.00","45,591.00",613,0,3,Self-Employed,1,Middle-Aged,High Income,Approved,33%,Low Exposure,Good,Employed,No DePendency,2735.46,74.37,Aggressive-High Risk,12.77,Moderate
199,43,Male,Single,"97,454.00","20,717.00",667,4,4,Self-Employed,1,Middle-Aged,Average Income,Approved,21%,Low Exposure,Good,Employed,High Dependency,1657.36,31.06,Conservative-Low Risk,15.51,Moderate
200,57,Male,Married,"1,27,439.00","45,123.00",728,2,1,Self-Employed,1,Middle-Aged,High Income,Approved,35%,Low Exposure,Good,Employed,Low Dependency,902.46,61.98,Aggressive-High Risk,12.77,Moderate
201,52,Male,Divorced,"1,24,646.00","44,233.00",779,0,4,Un-Employed,1,Middle-Aged,High Income,Approved,35%,Low Exposure,Excellent, Other Income,No DePendency,3538.64,56.78,Aggressive-High Risk,14.98,Moderate
202,53,Female,Single,"85,428.00","15,350.00",613,3,4,Un-Employed,0,Middle-Aged,Average Income,Rejected,18%,Low Exposure,Good, Other Income,High Dependency,1228.00,25.04,Conservative-Low Risk,11.57,Moderate
203,21,Male,Single,"70,601.00","35,622.00",799,2,3,Employed,1,Youth,Average Income,Approved,50%,Controlled Exposure,Excellent,Employed,Low Dependency,2137.32,44.58,Conservative-Low Risk,38.05,Long/Mature
204,39,Female,Divorced,"97,465.00","40,323.00",654,3,1,Self-Employed,1,Adult,Average Income,Approved,41%,Controlled Exposure,Good,Employed,High Dependency,806.46,61.66,Aggressive-High Risk,16.77,Moderate
205,22,Male,Single,"22,539.00","7,951.00",784,0,3,Employed,1,Youth,Low Income,Approved,35%,Low Exposure,Excellent,Employed,No DePendency,477.06,10.14,Conservative-Low Risk,35.64,Long/Mature
206,64,Male,Single,"1,22,263.00","22,622.00",510,2,0,Self-Employed,1,Senior,High Income,Approved,19%,Low Exposure,Poor,Employed,Low Dependency,452.44,44.36,Conservative-Low Risk,7.97,New/Thin
207,46,Male,Divorced,"1,31,487.00","9,727.00",343,3,0,Un-Employed,0,Middle-Aged,High Income,Rejected,7%,Low Exposure,Poor, Other Income,High Dependency,194.54,28.36,Conservative-Low Risk,7.46,New/Thin
208,52,Female,Divorced,"42,669.00","43,454.00",840,4,1,Un-Employed,1,Middle-Aged,Low Income,Approved,102%,Critical Exposure,Excellent, Other Income,High Dependency,869.08,51.73,Aggressive-High Risk,16.15,Moderate
209,26,Male,Divorced,"90,968.00","41,469.00",391,4,4,Self-Employed,0,Adult,Average Income,Rejected,46%,Controlled Exposure,Poor,Employed,High Dependency,3317.52,106.06,Aggressive-High Risk,15.04,Moderate
210,52,Female,Divorced,"40,644.00","40,548.00",564,0,3,Self-Employed,1,Middle-Aged,Low Income,Approved,100%,High Exposure,Poor,Employed,No DePendency,2432.88,71.89,Aggressive-High Risk,10.85,Moderate
211,24,Female,Married,"38,745.00","28,782.00",519,2,3,Un-Employed,0,Youth,Low Income,Rejected,74%,High Exposure,Poor, Other Income,Low Dependency,1726.92,55.46,Aggressive-High Risk,21.63,Long/Mature
212,31,Female,Divorced,"1,40,852.00","33,454.00",741,1,1,Un-Employed,1,Adult,High Income,Approved,24%,Low Exposure,Good, Other Income,Low Dependency,669.08,45.15,Conservative-Low Risk,23.90,Long/Mature
213,37,Male,Married,"1,48,081.00","7,368.00",700,2,1,Employed,1,Adult,High Income,Approved,5%,Low Exposure,Good,Employed,Low Dependency,147.36,10.53,Conservative-Low Risk,18.92,Moderate
214,58,Male,Married,"48,228.00","20,592.00",699,4,0,Un-Employed,1,Middle-Aged,Low Income,Approved,43%,Controlled Exposure,Good, Other Income,High Dependency,411.84,29.46,Conservative-Low Risk,12.05,Moderate
215,44,Male,Married,"1,38,358.00","27,173.00",789,3,2,Self-Employed,1,Middle-Aged,High Income,Approved,20%,Low Exposure,Excellent,Employed,High Dependency,1086.92,34.44,Conservative-Low Risk,17.93,Moderate
216,25,Male,Single,"54,521.00","38,204.00",784,1,1,Employed,1,Adult,Average Income,Approved,70%,High Exposure,Excellent,Employed,Low Dependency,764.08,48.73,Conservative-Low Risk,31.36,Long/Mature
217,54,Female,Married,"1,42,788.00","40,596.00",769,0,2,Self-Employed,1,Middle-Aged,High Income,Approved,28%,Low Exposure,Excellent,Employed,No DePendency,1623.84,52.79,Aggressive-High Risk,14.24,Moderate
218,26,Female,Married,"1,17,239.00","39,324.00",744,1,1,Employed,1,Adult,High Income,Approved,34%,Low Exposure,Good,Employed,Low Dependency,786.48,52.85,Aggressive-High Risk,28.62,Long/Mature
219,42,Female,Single,"46,928.00","28,864.00",568,0,4,Self-Employed,1,Middle-Aged,Low Income,Approved,62%,High Exposure,Poor,Employed,No DePendency,2309.12,50.82,Aggressive-High Risk,13.52,Moderate
220,31,Male,Single,"38,322.00","35,750.00",566,1,4,Un-Employed,0,Adult,Low Income,Rejected,93%,High Exposure,Poor, Other Income,Low Dependency,2860.00,63.16,Aggressive-High Risk,18.26,Moderate
221,36,Female,Single,"77,714.00","15,576.00",353,0,0,Self-Employed,1,Adult,Average Income,Approved,20%,Low Exposure,Poor,Employed,No DePendency,311.52,44.12,Conservative-Low Risk,9.81,New/Thin
222,53,Male,Divorced,"1,07,896.00","21,566.00",827,0,0,Employed,1,Middle-Aged,High Income,Approved,20%,Low Exposure,Excellent,Employed,No DePendency,431.32,26.08,Conservative-Low Risk,15.60,Moderate
223,29,Female,Single,"82,292.00","12,190.00",819,1,2,Self-Employed,1,Adult,Average Income,Approved,15%,Low Exposure,Excellent,Employed,Low Dependency,487.60,14.88,Conservative-Low Risk,28.24,Long/Mature
224,26,Male,Single,"49,055.00","28,071.00",358,1,1,Employed,1,Adult,Low Income,Approved,57%,Controlled Exposure,Poor,Employed,Low Dependency,561.42,78.41,Aggressive-High Risk,13.77,Moderate
225,36,Male,Married,"62,891.00","43,333.00",339,0,3,Self-Employed,1,Adult,Average Income,Approved,69%,High Exposure,Poor,Employed,No DePendency,2599.98,127.83,Aggressive-High Risk,9.42,New/Thin
